time_period,ref_area,freq,measure,unit_measure,activity,adjustment,transformation,time_horiz,methodology,obs_value,unit_mult,decimals,obs_status
1996-12,ESP,M,LI,IX,_Z,AA,IX,_Z,H,98.68661,0,2,A
1997-01,ESP,M,LI,IX,_Z,AA,IX,_Z,H,98.90518,0,2,A
1997-02,ESP,M,LI,IX,_Z,AA,IX,_Z,H,99.11558,0,2,A
1997-03,ESP,M,LI,IX,_Z,AA,IX,_Z,H,99.32601,0,2,A
1997-04,ESP,M,LI,IX,_Z,AA,IX,_Z,H,99.54324,0,2,A
1997-05,ESP,M,LI,IX,_Z,AA,IX,_Z,H,99.76544,0,2,A
1997-06,ESP,M,LI,IX,_Z,AA,IX,_Z,H,99.98634,0,2,A
1997-07,ESP,M,LI,IX,_Z,AA,IX,_Z,H,100.1935,0,2,A
1997-08,ESP,M,LI,IX,_Z,AA,IX,_Z,H,100.3858,0,2,A
1997-09,ESP,M,LI,IX,_Z,AA,IX,_Z,H,100.573,0,2,A
1997-10,ESP,M,LI,IX,_Z,AA,IX,_Z,H,100.7761,0,2,A
1997-11,ESP,M,LI,IX,_Z,AA,IX,_Z,H,101.0034,0,2,A
1997-12,ESP,M,LI,IX,_Z,AA,IX,_Z,H,101.2498,0,2,A
1998-01,ESP,M,LI,IX,_Z,AA,IX,_Z,H,101.5111,0,2,A
1998-02,ESP,M,LI,IX,_Z,AA,IX,_Z,H,101.7778,0,2,A
1998-03,ESP,M,LI,IX,_Z,AA,IX,_Z,H,102.0359,0,2,A
1998-04,ESP,M,LI,IX,_Z,AA,IX,_Z,H,102.2704,0,2,A
1998-05,ESP,M,LI,IX,_Z,AA,IX,_Z,H,102.478,0,2,A
1998-06,ESP,M,LI,IX,_Z,AA,IX,_Z,H,102.6609,0,2,A
1998-07,ESP,M,LI,IX,_Z,AA,IX,_Z,H,102.8286,0,2,A
1998-08,ESP,M,LI,IX,_Z,AA,IX,_Z,H,102.9891,0,2,A
1998-09,ESP,M,LI,IX,_Z,AA,IX,_Z,H,103.1475,0,2,A
1998-10,ESP,M,LI,IX,_Z,AA,IX,_Z,H,103.299,0,2,A
1998-11,ESP,M,LI,IX,_Z,AA,IX,_Z,H,103.4171,0,2,A
1998-12,ESP,M,LI,IX,_Z,AA,IX,_Z,H,103.4727,0,2,A
1999-01,ESP,M,LI,IX,_Z,AA,IX,_Z,H,103.4587,0,2,A
1999-02,ESP,M,LI,IX,_Z,AA,IX,_Z,H,103.3898,0,2,A
1999-03,ESP,M,LI,IX,_Z,AA,IX,_Z,H,103.2874,0,2,A
1999-04,ESP,M,LI,IX,_Z,AA,IX,_Z,H,103.177,0,2,A
1999-05,ESP,M,LI,IX,_Z,AA,IX,_Z,H,103.0853,0,2,A
1999-06,ESP,M,LI,IX,_Z,AA,IX,_Z,H,103.0285,0,2,A
1999-07,ESP,M,LI,IX,_Z,AA,IX,_Z,H,103.0157,0,2,A
1999-08,ESP,M,LI,IX,_Z,AA,IX,_Z,H,103.0581,0,2,A
1999-09,ESP,M,LI,IX,_Z,AA,IX,_Z,H,103.1578,0,2,A
1999-10,ESP,M,LI,IX,_Z,AA,IX,_Z,H,103.2993,0,2,A
1999-11,ESP,M,LI,IX,_Z,AA,IX,_Z,H,103.4487,0,2,A
1999-12,ESP,M,LI,IX,_Z,AA,IX,_Z,H,103.5789,0,2,A
2000-01,ESP,M,LI,IX,_Z,AA,IX,_Z,H,103.6749,0,2,A
2000-02,ESP,M,LI,IX,_Z,AA,IX,_Z,H,103.7099,0,2,A
2000-03,ESP,M,LI,IX,_Z,AA,IX,_Z,H,103.6586,0,2,A
2000-04,ESP,M,LI,IX,_Z,AA,IX,_Z,H,103.5113,0,2,A
2000-05,ESP,M,LI,IX,_Z,AA,IX,_Z,H,103.2803,0,2,A
2000-06,ESP,M,LI,IX,_Z,AA,IX,_Z,H,102.9955,0,2,A
2000-07,ESP,M,LI,IX,_Z,AA,IX,_Z,H,102.6836,0,2,A
2000-08,ESP,M,LI,IX,_Z,AA,IX,_Z,H,102.3705,0,2,A
2000-09,ESP,M,LI,IX,_Z,AA,IX,_Z,H,102.0805,0,2,A
2000-10,ESP,M,LI,IX,_Z,AA,IX,_Z,H,101.8304,0,2,A
2000-11,ESP,M,LI,IX,_Z,AA,IX,_Z,H,101.6205,0,2,A
2000-12,ESP,M,LI,IX,_Z,AA,IX,_Z,H,101.4323,0,2,A
2001-01,ESP,M,LI,IX,_Z,AA,IX,_Z,H,101.2514,0,2,A
2001-02,ESP,M,LI,IX,_Z,AA,IX,_Z,H,101.0589,0,2,A
2001-03,ESP,M,LI,IX,_Z,AA,IX,_Z,H,100.8393,0,2,A
2001-04,ESP,M,LI,IX,_Z,AA,IX,_Z,H,100.5826,0,2,A
2001-05,ESP,M,LI,IX,_Z,AA,IX,_Z,H,100.2962,0,2,A
2001-06,ESP,M,LI,IX,_Z,AA,IX,_Z,H,99.98819,0,2,A
2001-07,ESP,M,LI,IX,_Z,AA,IX,_Z,H,99.6805,0,2,A
2001-08,ESP,M,LI,IX,_Z,AA,IX,_Z,H,99.39615,0,2,A
2001-09,ESP,M,LI,IX,_Z,AA,IX,_Z,H,99.13783,0,2,A
2001-10,ESP,M,LI,IX,_Z,AA,IX,_Z,H,98.90128,0,2,A
2001-11,ESP,M,LI,IX,_Z,AA,IX,_Z,H,98.66799,0,2,A
2001-12,ESP,M,LI,IX,_Z,AA,IX,_Z,H,98.42727,0,2,A
2002-01,ESP,M,LI,IX,_Z,AA,IX,_Z,H,98.17778,0,2,A
2002-02,ESP,M,LI,IX,_Z,AA,IX,_Z,H,97.930179999999993,0,2,A
2002-03,ESP,M,LI,IX,_Z,AA,IX,_Z,H,97.69311,0,2,A
2002-04,ESP,M,LI,IX,_Z,AA,IX,_Z,H,97.47807,0,2,A
2002-05,ESP,M,LI,IX,_Z,AA,IX,_Z,H,97.2888,0,2,A
2002-06,ESP,M,LI,IX,_Z,AA,IX,_Z,H,97.12313,0,2,A
2002-07,ESP,M,LI,IX,_Z,AA,IX,_Z,H,96.99343,0,2,A
2002-08,ESP,M,LI,IX,_Z,AA,IX,_Z,H,96.90947,0,2,A
2002-09,ESP,M,LI,IX,_Z,AA,IX,_Z,H,96.8702,0,2,A
2002-10,ESP,M,LI,IX,_Z,AA,IX,_Z,H,96.84683,0,2,A
2002-11,ESP,M,LI,IX,_Z,AA,IX,_Z,H,96.82507,0,2,A
2002-12,ESP,M,LI,IX,_Z,AA,IX,_Z,H,96.80251,0,2,A
2003-01,ESP,M,LI,IX,_Z,AA,IX,_Z,H,96.80754,0,2,A
2003-02,ESP,M,LI,IX,_Z,AA,IX,_Z,H,96.86005,0,2,A
2003-03,ESP,M,LI,IX,_Z,AA,IX,_Z,H,96.97256,0,2,A
2003-04,ESP,M,LI,IX,_Z,AA,IX,_Z,H,97.14785,0,2,A
2003-05,ESP,M,LI,IX,_Z,AA,IX,_Z,H,97.36596,0,2,A
2003-06,ESP,M,LI,IX,_Z,AA,IX,_Z,H,97.60723,0,2,A
2003-07,ESP,M,LI,IX,_Z,AA,IX,_Z,H,97.8566,0,2,A
2003-08,ESP,M,LI,IX,_Z,AA,IX,_Z,H,98.11279,0,2,A
2003-09,ESP,M,LI,IX,_Z,AA,IX,_Z,H,98.37057,0,2,A
2003-10,ESP,M,LI,IX,_Z,AA,IX,_Z,H,98.61771,0,2,A
2003-11,ESP,M,LI,IX,_Z,AA,IX,_Z,H,98.85028,0,2,A
2003-12,ESP,M,LI,IX,_Z,AA,IX,_Z,H,99.05119,0,2,A
2004-01,ESP,M,LI,IX,_Z,AA,IX,_Z,H,99.21458,0,2,A
2004-02,ESP,M,LI,IX,_Z,AA,IX,_Z,H,99.34661,0,2,A
2004-03,ESP,M,LI,IX,_Z,AA,IX,_Z,H,99.45104,0,2,A
2004-04,ESP,M,LI,IX,_Z,AA,IX,_Z,H,99.53723,0,2,A
2004-05,ESP,M,LI,IX,_Z,AA,IX,_Z,H,99.61079,0,2,A
2004-06,ESP,M,LI,IX,_Z,AA,IX,_Z,H,99.68256,0,2,A
2004-07,ESP,M,LI,IX,_Z,AA,IX,_Z,H,99.77013,0,2,A
2004-08,ESP,M,LI,IX,_Z,AA,IX,_Z,H,99.88344,0,2,A
2004-09,ESP,M,LI,IX,_Z,AA,IX,_Z,H,100.0287,0,2,A
2004-10,ESP,M,LI,IX,_Z,AA,IX,_Z,H,100.1896,0,2,A
2004-11,ESP,M,LI,IX,_Z,AA,IX,_Z,H,100.3382,0,2,A
2004-12,ESP,M,LI,IX,_Z,AA,IX,_Z,H,100.4586,0,2,A
2005-01,ESP,M,LI,IX,_Z,AA,IX,_Z,H,100.5454,0,2,A
2005-02,ESP,M,LI,IX,_Z,AA,IX,_Z,H,100.6104,0,2,A
2005-03,ESP,M,LI,IX,_Z,AA,IX,_Z,H,100.673,0,2,A
2005-04,ESP,M,LI,IX,_Z,AA,IX,_Z,H,100.7532,0,2,A
2005-05,ESP,M,LI,IX,_Z,AA,IX,_Z,H,100.856,0,2,A
2005-06,ESP,M,LI,IX,_Z,AA,IX,_Z,H,100.9822,0,2,A
2005-07,ESP,M,LI,IX,_Z,AA,IX,_Z,H,101.1267,0,2,A
2005-08,ESP,M,LI,IX,_Z,AA,IX,_Z,H,101.2824,0,2,A
2005-09,ESP,M,LI,IX,_Z,AA,IX,_Z,H,101.4389,0,2,A
2005-10,ESP,M,LI,IX,_Z,AA,IX,_Z,H,101.5836,0,2,A
2005-11,ESP,M,LI,IX,_Z,AA,IX,_Z,H,101.7114,0,2,A
2005-12,ESP,M,LI,IX,_Z,AA,IX,_Z,H,101.8286,0,2,A
2006-01,ESP,M,LI,IX,_Z,AA,IX,_Z,H,101.9324,0,2,A
2006-02,ESP,M,LI,IX,_Z,AA,IX,_Z,H,102.0346,0,2,A
2006-03,ESP,M,LI,IX,_Z,AA,IX,_Z,H,102.1477,0,2,A
2006-04,ESP,M,LI,IX,_Z,AA,IX,_Z,H,102.2795,0,2,A
2006-05,ESP,M,LI,IX,_Z,AA,IX,_Z,H,102.4394,0,2,A
2006-06,ESP,M,LI,IX,_Z,AA,IX,_Z,H,102.6413,0,2,A
2006-07,ESP,M,LI,IX,_Z,AA,IX,_Z,H,102.8997,0,2,A
2006-08,ESP,M,LI,IX,_Z,AA,IX,_Z,H,103.2159,0,2,A
2006-09,ESP,M,LI,IX,_Z,AA,IX,_Z,H,103.5726,0,2,A
2006-10,ESP,M,LI,IX,_Z,AA,IX,_Z,H,103.9402,0,2,A
2006-11,ESP,M,LI,IX,_Z,AA,IX,_Z,H,104.2762,0,2,A
2006-12,ESP,M,LI,IX,_Z,AA,IX,_Z,H,104.5506,0,2,A
2007-01,ESP,M,LI,IX,_Z,AA,IX,_Z,H,104.7641,0,2,A
2007-02,ESP,M,LI,IX,_Z,AA,IX,_Z,H,104.9343,0,2,A
2007-03,ESP,M,LI,IX,_Z,AA,IX,_Z,H,105.0746,0,2,A
2007-04,ESP,M,LI,IX,_Z,AA,IX,_Z,H,105.1933,0,2,A
2007-05,ESP,M,LI,IX,_Z,AA,IX,_Z,H,105.2945,0,2,A
2007-06,ESP,M,LI,IX,_Z,AA,IX,_Z,H,105.3616,0,2,A
2007-07,ESP,M,LI,IX,_Z,AA,IX,_Z,H,105.3724,0,2,A
2007-08,ESP,M,LI,IX,_Z,AA,IX,_Z,H,105.3083,0,2,A
2007-09,ESP,M,LI,IX,_Z,AA,IX,_Z,H,105.1617,0,2,A
2007-10,ESP,M,LI,IX,_Z,AA,IX,_Z,H,104.9179,0,2,A
2007-11,ESP,M,LI,IX,_Z,AA,IX,_Z,H,104.5579,0,2,A
2007-12,ESP,M,LI,IX,_Z,AA,IX,_Z,H,104.0739,0,2,A
2008-01,ESP,M,LI,IX,_Z,AA,IX,_Z,H,103.4736,0,2,A
2008-02,ESP,M,LI,IX,_Z,AA,IX,_Z,H,102.7624,0,2,A
2008-03,ESP,M,LI,IX,_Z,AA,IX,_Z,H,101.9415,0,2,A
2008-04,ESP,M,LI,IX,_Z,AA,IX,_Z,H,101.0197,0,2,A
2008-05,ESP,M,LI,IX,_Z,AA,IX,_Z,H,100.0248,0,2,A
2008-06,ESP,M,LI,IX,_Z,AA,IX,_Z,H,99.01072,0,2,A
2008-07,ESP,M,LI,IX,_Z,AA,IX,_Z,H,98.04579,0,2,A
2008-08,ESP,M,LI,IX,_Z,AA,IX,_Z,H,97.16865,0,2,A
2008-09,ESP,M,LI,IX,_Z,AA,IX,_Z,H,96.38364,0,2,A
2008-10,ESP,M,LI,IX,_Z,AA,IX,_Z,H,95.70074,0,2,A
2008-11,ESP,M,LI,IX,_Z,AA,IX,_Z,H,95.14352,0,2,A
2008-12,ESP,M,LI,IX,_Z,AA,IX,_Z,H,94.72692,0,2,A
2009-01,ESP,M,LI,IX,_Z,AA,IX,_Z,H,94.47606,0,2,A
2009-02,ESP,M,LI,IX,_Z,AA,IX,_Z,H,94.42229,0,2,A
2009-03,ESP,M,LI,IX,_Z,AA,IX,_Z,H,94.60198,0,2,A
2009-04,ESP,M,LI,IX,_Z,AA,IX,_Z,H,94.99696,0,2,A
2009-05,ESP,M,LI,IX,_Z,AA,IX,_Z,H,95.56551,0,2,A
2009-06,ESP,M,LI,IX,_Z,AA,IX,_Z,H,96.24766,0,2,A
2009-07,ESP,M,LI,IX,_Z,AA,IX,_Z,H,96.99603,0,2,A
2009-08,ESP,M,LI,IX,_Z,AA,IX,_Z,H,97.76637,0,2,A
2009-09,ESP,M,LI,IX,_Z,AA,IX,_Z,H,98.51888,0,2,A
2009-10,ESP,M,LI,IX,_Z,AA,IX,_Z,H,99.21049,0,2,A
2009-11,ESP,M,LI,IX,_Z,AA,IX,_Z,H,99.80107,0,2,A
2009-12,ESP,M,LI,IX,_Z,AA,IX,_Z,H,100.2667,0,2,A
2010-01,ESP,M,LI,IX,_Z,AA,IX,_Z,H,100.5909,0,2,A
2010-02,ESP,M,LI,IX,_Z,AA,IX,_Z,H,100.7744,0,2,A
2010-03,ESP,M,LI,IX,_Z,AA,IX,_Z,H,100.8365,0,2,A
2010-04,ESP,M,LI,IX,_Z,AA,IX,_Z,H,100.7966,0,2,A
2010-05,ESP,M,LI,IX,_Z,AA,IX,_Z,H,100.6804,0,2,A
2010-06,ESP,M,LI,IX,_Z,AA,IX,_Z,H,100.5329,0,2,A
2010-07,ESP,M,LI,IX,_Z,AA,IX,_Z,H,100.4016,0,2,A
2010-08,ESP,M,LI,IX,_Z,AA,IX,_Z,H,100.3141,0,2,A
2010-09,ESP,M,LI,IX,_Z,AA,IX,_Z,H,100.2636,0,2,A
2010-10,ESP,M,LI,IX,_Z,AA,IX,_Z,H,100.2195,0,2,A
2010-11,ESP,M,LI,IX,_Z,AA,IX,_Z,H,100.169,0,2,A
2010-12,ESP,M,LI,IX,_Z,AA,IX,_Z,H,100.1107,0,2,A
2011-01,ESP,M,LI,IX,_Z,AA,IX,_Z,H,100.0551,0,2,A
2011-02,ESP,M,LI,IX,_Z,AA,IX,_Z,H,100.0007,0,2,A
2011-03,ESP,M,LI,IX,_Z,AA,IX,_Z,H,99.93707,0,2,A
2011-04,ESP,M,LI,IX,_Z,AA,IX,_Z,H,99.86006,0,2,A
2011-05,ESP,M,LI,IX,_Z,AA,IX,_Z,H,99.76353,0,2,A
2011-06,ESP,M,LI,IX,_Z,AA,IX,_Z,H,99.63588,0,2,A
2011-07,ESP,M,LI,IX,_Z,AA,IX,_Z,H,99.48302,0,2,A
2011-08,ESP,M,LI,IX,_Z,AA,IX,_Z,H,99.31849,0,2,A
2011-09,ESP,M,LI,IX,_Z,AA,IX,_Z,H,99.16177,0,2,A
2011-10,ESP,M,LI,IX,_Z,AA,IX,_Z,H,99.00693,0,2,A
2011-11,ESP,M,LI,IX,_Z,AA,IX,_Z,H,98.83447,0,2,A
2011-12,ESP,M,LI,IX,_Z,AA,IX,_Z,H,98.60681,0,2,A
2012-01,ESP,M,LI,IX,_Z,AA,IX,_Z,H,98.30697,0,2,A
2012-02,ESP,M,LI,IX,_Z,AA,IX,_Z,H,97.94417,0,2,A
2012-03,ESP,M,LI,IX,_Z,AA,IX,_Z,H,97.53284,0,2,A
2012-04,ESP,M,LI,IX,_Z,AA,IX,_Z,H,97.09731,0,2,A
2012-05,ESP,M,LI,IX,_Z,AA,IX,_Z,H,96.66402,0,2,A
2012-06,ESP,M,LI,IX,_Z,AA,IX,_Z,H,96.24364,0,2,A
2012-07,ESP,M,LI,IX,_Z,AA,IX,_Z,H,95.84254,0,2,A
2012-08,ESP,M,LI,IX,_Z,AA,IX,_Z,H,95.49451,0,2,A
2012-09,ESP,M,LI,IX,_Z,AA,IX,_Z,H,95.23916,0,2,A
2012-10,ESP,M,LI,IX,_Z,AA,IX,_Z,H,95.08173,0,2,A
2012-11,ESP,M,LI,IX,_Z,AA,IX,_Z,H,95.02232,0,2,A
2012-12,ESP,M,LI,IX,_Z,AA,IX,_Z,H,95.05818,0,2,A
2013-01,ESP,M,LI,IX,_Z,AA,IX,_Z,H,95.18537,0,2,A
2013-02,ESP,M,LI,IX,_Z,AA,IX,_Z,H,95.37657,0,2,A
2013-03,ESP,M,LI,IX,_Z,AA,IX,_Z,H,95.62709,0,2,A
2013-04,ESP,M,LI,IX,_Z,AA,IX,_Z,H,95.92792,0,2,A
2013-05,ESP,M,LI,IX,_Z,AA,IX,_Z,H,96.27829,0,2,A
2013-06,ESP,M,LI,IX,_Z,AA,IX,_Z,H,96.68,0,2,A
2013-07,ESP,M,LI,IX,_Z,AA,IX,_Z,H,97.12133,0,2,A
2013-08,ESP,M,LI,IX,_Z,AA,IX,_Z,H,97.58321,0,2,A
2013-09,ESP,M,LI,IX,_Z,AA,IX,_Z,H,98.05175,0,2,A
2013-10,ESP,M,LI,IX,_Z,AA,IX,_Z,H,98.50037,0,2,A
2013-11,ESP,M,LI,IX,_Z,AA,IX,_Z,H,98.92798,0,2,A
2013-12,ESP,M,LI,IX,_Z,AA,IX,_Z,H,99.33128,0,2,A
2014-01,ESP,M,LI,IX,_Z,AA,IX,_Z,H,99.70954,0,2,A
2014-02,ESP,M,LI,IX,_Z,AA,IX,_Z,H,100.0546,0,2,A
2014-03,ESP,M,LI,IX,_Z,AA,IX,_Z,H,100.3723,0,2,A
2014-04,ESP,M,LI,IX,_Z,AA,IX,_Z,H,100.6644,0,2,A
2014-05,ESP,M,LI,IX,_Z,AA,IX,_Z,H,100.9365,0,2,A
2014-06,ESP,M,LI,IX,_Z,AA,IX,_Z,H,101.1963,0,2,A
2014-07,ESP,M,LI,IX,_Z,AA,IX,_Z,H,101.4512,0,2,A
2014-08,ESP,M,LI,IX,_Z,AA,IX,_Z,H,101.718,0,2,A
2014-09,ESP,M,LI,IX,_Z,AA,IX,_Z,H,102.0011,0,2,A
2014-10,ESP,M,LI,IX,_Z,AA,IX,_Z,H,102.294,0,2,A
2014-11,ESP,M,LI,IX,_Z,AA,IX,_Z,H,102.5905,0,2,A
2014-12,ESP,M,LI,IX,_Z,AA,IX,_Z,H,102.8867,0,2,A
2015-01,ESP,M,LI,IX,_Z,AA,IX,_Z,H,103.1564,0,2,A
2015-02,ESP,M,LI,IX,_Z,AA,IX,_Z,H,103.3572,0,2,A
2015-03,ESP,M,LI,IX,_Z,AA,IX,_Z,H,103.4665,0,2,A
2015-04,ESP,M,LI,IX,_Z,AA,IX,_Z,H,103.4725,0,2,A
2015-05,ESP,M,LI,IX,_Z,AA,IX,_Z,H,103.3934,0,2,A
2015-06,ESP,M,LI,IX,_Z,AA,IX,_Z,H,103.2656,0,2,A
2015-07,ESP,M,LI,IX,_Z,AA,IX,_Z,H,103.1275,0,2,A
2015-08,ESP,M,LI,IX,_Z,AA,IX,_Z,H,103.003,0,2,A
2015-09,ESP,M,LI,IX,_Z,AA,IX,_Z,H,102.8949,0,2,A
2015-10,ESP,M,LI,IX,_Z,AA,IX,_Z,H,102.7802,0,2,A
2015-11,ESP,M,LI,IX,_Z,AA,IX,_Z,H,102.6243,0,2,A
2015-12,ESP,M,LI,IX,_Z,AA,IX,_Z,H,102.3982,0,2,A
2016-01,ESP,M,LI,IX,_Z,AA,IX,_Z,H,102.0926,0,2,A
2016-02,ESP,M,LI,IX,_Z,AA,IX,_Z,H,101.7377,0,2,A
2016-03,ESP,M,LI,IX,_Z,AA,IX,_Z,H,101.3697,0,2,A
2016-04,ESP,M,LI,IX,_Z,AA,IX,_Z,H,101.0255,0,2,A
2016-05,ESP,M,LI,IX,_Z,AA,IX,_Z,H,100.724,0,2,A
2016-06,ESP,M,LI,IX,_Z,AA,IX,_Z,H,100.4856,0,2,A
2016-07,ESP,M,LI,IX,_Z,AA,IX,_Z,H,100.3255,0,2,A
2016-08,ESP,M,LI,IX,_Z,AA,IX,_Z,H,100.2594,0,2,A
2016-09,ESP,M,LI,IX,_Z,AA,IX,_Z,H,100.2788,0,2,A
2016-10,ESP,M,LI,IX,_Z,AA,IX,_Z,H,100.3536,0,2,A
2016-11,ESP,M,LI,IX,_Z,AA,IX,_Z,H,100.4502,0,2,A
2016-12,ESP,M,LI,IX,_Z,AA,IX,_Z,H,100.5466,0,2,A
2017-01,ESP,M,LI,IX,_Z,AA,IX,_Z,H,100.6425,0,2,A
2017-02,ESP,M,LI,IX,_Z,AA,IX,_Z,H,100.7479,0,2,A
2017-03,ESP,M,LI,IX,_Z,AA,IX,_Z,H,100.878,0,2,A
2017-04,ESP,M,LI,IX,_Z,AA,IX,_Z,H,101.0303,0,2,A
2017-05,ESP,M,LI,IX,_Z,AA,IX,_Z,H,101.1966,0,2,A
2017-06,ESP,M,LI,IX,_Z,AA,IX,_Z,H,101.3742,0,2,A
2017-07,ESP,M,LI,IX,_Z,AA,IX,_Z,H,101.5688,0,2,A
2017-08,ESP,M,LI,IX,_Z,AA,IX,_Z,H,101.7804,0,2,A
2017-09,ESP,M,LI,IX,_Z,AA,IX,_Z,H,101.9977,0,2,A
2017-10,ESP,M,LI,IX,_Z,AA,IX,_Z,H,102.1912,0,2,A
2017-11,ESP,M,LI,IX,_Z,AA,IX,_Z,H,102.3348,0,2,A
2017-12,ESP,M,LI,IX,_Z,AA,IX,_Z,H,102.4107,0,2,A
2018-01,ESP,M,LI,IX,_Z,AA,IX,_Z,H,102.4124,0,2,A
2018-02,ESP,M,LI,IX,_Z,AA,IX,_Z,H,102.3398,0,2,A
2018-03,ESP,M,LI,IX,_Z,AA,IX,_Z,H,102.2234,0,2,A
2018-04,ESP,M,LI,IX,_Z,AA,IX,_Z,H,102.1002,0,2,A
2018-05,ESP,M,LI,IX,_Z,AA,IX,_Z,H,101.9791,0,2,A
2018-06,ESP,M,LI,IX,_Z,AA,IX,_Z,H,101.8595,0,2,A
2018-07,ESP,M,LI,IX,_Z,AA,IX,_Z,H,101.7397,0,2,A
2018-08,ESP,M,LI,IX,_Z,AA,IX,_Z,H,101.6376,0,2,A
2018-09,ESP,M,LI,IX,_Z,AA,IX,_Z,H,101.5783,0,2,A
2018-10,ESP,M,LI,IX,_Z,AA,IX,_Z,H,101.5755,0,2,A
2018-11,ESP,M,LI,IX,_Z,AA,IX,_Z,H,101.6134,0,2,A
2018-12,ESP,M,LI,IX,_Z,AA,IX,_Z,H,101.6663,0,2,A
2019-01,ESP,M,LI,IX,_Z,AA,IX,_Z,H,101.7184,0,2,A
2019-02,ESP,M,LI,IX,_Z,AA,IX,_Z,H,101.7423,0,2,A
2019-03,ESP,M,LI,IX,_Z,AA,IX,_Z,H,101.7237,0,2,A
2019-04,ESP,M,LI,IX,_Z,AA,IX,_Z,H,101.6472,0,2,A
2019-05,ESP,M,LI,IX,_Z,AA,IX,_Z,H,101.5225,0,2,A
2019-06,ESP,M,LI,IX,_Z,AA,IX,_Z,H,101.3469,0,2,A
2019-07,ESP,M,LI,IX,_Z,AA,IX,_Z,H,101.1093,0,2,A
2019-08,ESP,M,LI,IX,_Z,AA,IX,_Z,H,100.8251,0,2,A
2019-09,ESP,M,LI,IX,_Z,AA,IX,_Z,H,100.4968,0,2,A
2019-10,ESP,M,LI,IX,_Z,AA,IX,_Z,H,100.1169,0,2,A
2019-11,ESP,M,LI,IX,_Z,AA,IX,_Z,H,99.68366,0,2,A
2019-12,ESP,M,LI,IX,_Z,AA,IX,_Z,H,99.19781,0,2,A
2020-01,ESP,M,LI,IX,_Z,AA,IX,_Z,H,98.67276,0,2,A
2020-02,ESP,M,LI,IX,_Z,AA,IX,_Z,H,98.12711,0,2,A
2020-03,ESP,M,LI,IX,_Z,AA,IX,_Z,H,93.72495,0,2,A
2020-04,ESP,M,LI,IX,_Z,AA,IX,_Z,H,89.19103,0,2,A
2020-05,ESP,M,LI,IX,_Z,AA,IX,_Z,H,90.93264,0,2,A
2020-06,ESP,M,LI,IX,_Z,AA,IX,_Z,H,94.91835,0,2,A
2020-07,ESP,M,LI,IX,_Z,AA,IX,_Z,H,94.89367,0,2,A
2020-08,ESP,M,LI,IX,_Z,AA,IX,_Z,H,94.87616,0,2,A
2020-09,ESP,M,LI,IX,_Z,AA,IX,_Z,H,95.26421,0,2,A
2020-10,ESP,M,LI,IX,_Z,AA,IX,_Z,H,95.74326,0,2,A
2020-11,ESP,M,LI,IX,_Z,AA,IX,_Z,H,96.35281,0,2,A
2020-12,ESP,M,LI,IX,_Z,AA,IX,_Z,H,97.32132,0,2,A
2021-01,ESP,M,LI,IX,_Z,AA,IX,_Z,H,98.34659,0,2,A
2021-02,ESP,M,LI,IX,_Z,AA,IX,_Z,H,98.85118,0,2,A
2021-03,ESP,M,LI,IX,_Z,AA,IX,_Z,H,100.3407,0,2,A
2021-04,ESP,M,LI,IX,_Z,AA,IX,_Z,H,100.8503,0,2,A
2021-05,ESP,M,LI,IX,_Z,AA,IX,_Z,H,101.3219,0,2,A
2021-06,ESP,M,LI,IX,_Z,AA,IX,_Z,H,101.7268,0,2,A
2021-07,ESP,M,LI,IX,_Z,AA,IX,_Z,H,102.0438,0,2,A
2021-08,ESP,M,LI,IX,_Z,AA,IX,_Z,H,102.2581,0,2,A
2021-09,ESP,M,LI,IX,_Z,AA,IX,_Z,H,102.3507,0,2,A
2021-10,ESP,M,LI,IX,_Z,AA,IX,_Z,H,102.2946,0,2,A
2021-11,ESP,M,LI,IX,_Z,AA,IX,_Z,H,102.077,0,2,A
2021-12,ESP,M,LI,IX,_Z,AA,IX,_Z,H,101.7194,0,2,A
2022-01,ESP,M,LI,IX,_Z,AA,IX,_Z,H,101.232,0,2,A
2022-02,ESP,M,LI,IX,_Z,AA,IX,_Z,H,100.6442,0,2,A
2022-03,ESP,M,LI,IX,_Z,AA,IX,_Z,H,100.033,0,2,A
2022-04,ESP,M,LI,IX,_Z,AA,IX,_Z,H,99.47196,0,2,A
2022-05,ESP,M,LI,IX,_Z,AA,IX,_Z,H,98.98492,0,2,A
2022-06,ESP,M,LI,IX,_Z,AA,IX,_Z,H,98.57685,0,2,A
2022-07,ESP,M,LI,IX,_Z,AA,IX,_Z,H,98.29463,0,2,A
2022-08,ESP,M,LI,IX,_Z,AA,IX,_Z,H,98.17484,0,2,A
2022-09,ESP,M,LI,IX,_Z,AA,IX,_Z,H,98.19415,0,2,A
2022-10,ESP,M,LI,IX,_Z,AA,IX,_Z,H,98.31685,0,2,A
2022-11,ESP,M,LI,IX,_Z,AA,IX,_Z,H,98.50538,0,2,A
2022-12,ESP,M,LI,IX,_Z,AA,IX,_Z,H,98.71766,0,2,A
2023-01,ESP,M,LI,IX,_Z,AA,IX,_Z,H,98.92523,0,2,A
2023-02,ESP,M,LI,IX,_Z,AA,IX,_Z,H,99.10973,0,2,A
2023-03,ESP,M,LI,IX,_Z,AA,IX,_Z,H,99.27023,0,2,A
2023-04,ESP,M,LI,IX,_Z,AA,IX,_Z,H,99.42461,0,2,A
